soil_moisture_percent,temperature_c,humidity_percent,rainfall_mm,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,wind_speed_m_s,crop_type,crop_yield_ton_per_hectare,ldr_value
48.8,21.2,33.6,241.8,67.8,28.7,39.9,1.62,Bajra,1.28,661
57.1,31.5,45.2,893.5,103.8,28.7,98.9,4.11,Cotton,2.98,788
89.5,24.5,81.4,1284.4,194.3,41.8,97.8,3.63,Rice,5.34,210
38.6,32.1,54.7,232.0,52.7,31.8,32.2,5.81,Bajra,1.53,749
80.2,25.7,82.9,1905.9,154.0,75.2,108.8,4.36,Rice,5.01,491
80.6,25.3,80.7,1937.5,94.9,58.6,82.4,4.86,Rice,4.02,217
42.1,34.8,43.2,551.4,43.8,26.3,44.1,2.84,Bajra,1.9,610
48.2,31.6,52.1,829.1,97.6,46.4,53.3,2.49,Cotton,2.75,637
49.8,20.7,52.7,459.5,115.2,48.9,54.5,2.9,Wheat,4.83,647
76.5,24.8,87.5,1502.7,131.4,48.1,90.6,2.83,Rice,6.05,113
70.3,25.3,69.1,1746.1,216.4,67.3,101.3,3.61,Rice,5.85,434
81.1,24.3,89.8,1979.9,146.6,74.3,48.8,0.95,Rice,5.53,523
77.4,24.2,83.7,1506.5,182.8,30.9,124.0,0.82,Rice,5.3,250
59.5,19.1,62.2,397.9,139.4,53.2,52.9,1.76,Wheat,3.83,552
41.2,13.6,68.0,403.1,32.0,36.1,40.8,0.93,Chickpea,1.57,376
89.6,35.2,74.8,1910.0,145.4,53.1,108.3,3.61,Rice,2.98,355
42.0,25.3,55.8,894.1,43.3,63.5,66.5,3.98,Groundnut,2.01,378
65.8,25.8,76.0,857.3,172.7,49.2,88.1,1.77,Rice,5.25,247
45.3,21.2,74.2,166.8,128.5,41.5,45.0,1.15,Wheat,3.94,718
28.6,31.8,52.0,300.9,61.3,21.0,42.7,3.88,Jowar,1.81,531
39.1,30.3,40.8,523.6,122.9,42.6,57.8,4.08,Cotton,2.81,890
85.8,23.7,69.1,1009.3,156.5,64.0,83.0,3.43,Rice,4.59,689
58.3,29.4,54.1,833.0,46.7,67.6,61.3,2.14,Soybean,2.39,632
41.7,26.8,53.2,448.7,108.3,23.1,48.6,6.09,Cotton,2.69,731
39.0,25.5,60.5,656.9,35.8,42.9,57.9,4.19,Groundnut,1.68,867
62.8,26.9,81.1,953.9,115.4,61.1,92.0,5.48,Rice,4.74,339
43.1,26.6,77.0,273.3,211.8,46.2,54.1,7.28,Maize,3.39,392
59.8,28.6,76.4,1408.1,29.2,62.6,62.6,1.19,Groundnut,1.84,140
34.6,29.5,40.7,540.6,62.5,38.3,31.9,5.64,Bajra,1.74,728
80.1,32.7,75.8,1586.4,154.0,54.8,86.3,3.99,Rice,4.53,563
66.4,27.4,63.6,768.6,176.8,54.6,60.5,3.88,Maize,6.28,675
44.8,22.6,60.1,511.6,132.7,42.1,52.2,2.09,Wheat,4.54,440
67.5,29.3,82.0,1193.3,193.5,47.3,86.9,4.88,Rice,5.6,203
47.6,31.0,50.0,690.0,40.0,40.2,75.6,1.67,Groundnut,2.0,562
76.5,22.8,98.0,1953.6,193.7,52.3,81.9,3.41,Rice,5.38,219
59.2,24.6,63.7,1165.9,150.9,29.2,40.6,4.72,Maize,4.74,443
35.4,20.8,52.9,205.9,27.6,31.5,38.4,3.87,Chickpea,1.58,709
41.6,23.7,60.4,250.1,26.4,55.1,40.8,2.83,Chickpea,1.65,662
50.3,28.6,54.1,1163.5,115.1,37.3,70.5,0.91,Cotton,2.45,504
67.9,29.2,78.9,1164.8,157.4,48.8,86.1,3.45,Cotton,2.31,354
76.8,25.8,72.7,1078.0,104.6,50.8,39.1,0.91,Maize,5.04,448
52.3,26.5,57.9,835.6,150.3,47.7,44.3,4.73,Wheat,3.34,549
37.3,18.1,54.2,325.6,26.7,39.5,31.3,5.19,Chickpea,1.79,731
38.7,24.4,69.5,307.6,58.6,30.3,42.7,3.86,Bajra,1.81,829
30.9,33.5,48.5,217.0,64.5,34.5,42.1,4.17,Jowar,1.78,796
60.9,24.0,67.4,698.6,41.4,52.2,51.7,5.38,Soybean,2.09,514
41.8,23.7,47.1,292.0,20.0,52.9,32.2,3.67,Chickpea,1.52,445
62.4,23.5,61.6,672.4,153.1,38.8,55.4,3.48,Wheat,4.71,614
39.7,30.7,56.9,448.7,100.0,23.5,55.0,4.28,Cotton,3.02,316
24.2,29.1,47.8,393.3,48.4,25.8,43.5,2.3,Bajra,1.94,472
55.4,14.8,61.8,551.4,154.8,65.7,36.2,0.97,Wheat,4.17,700
70.7,29.1,84.6,1574.3,187.0,57.8,155.6,2.53,Sugarcane,10.9,387
61.3,27.3,61.0,1091.4,141.5,44.6,50.1,4.9,Maize,5.45,482
64.1,28.6,55.3,638.7,131.5,45.1,53.1,5.06,Maize,5.66,342
49.8,18.0,70.1,427.5,146.0,47.2,46.5,3.38,Wheat,4.55,461
68.5,26.1,61.9,596.7,148.8,40.5,64.4,1.77,Maize,5.69,456
59.5,14.0,55.9,274.2,124.4,39.9,54.7,3.24,Wheat,3.41,745
40.3,27.7,62.4,771.0,43.5,53.2,70.2,5.01,Groundnut,2.61,885
36.2,26.0,46.5,740.2,31.3,52.5,53.9,3.12,Groundnut,1.86,693
82.3,32.7,76.2,2308.8,234.9,78.6,175.6,0.82,Sugarcane,9.28,135
43.5,15.2,68.1,807.4,122.4,46.6,30.8,4.14,Wheat,3.75,304
61.9,24.1,69.2,658.1,121.6,41.3,46.6,3.05,Wheat,3.97,488
46.3,32.2,71.9,558.4,28.2,28.4,34.7,7.32,Bajra,1.6,461
65.4,13.4,43.8,485.8,133.3,56.3,40.8,5.0,Wheat,3.72,528
79.4,23.7,85.9,2500.0,138.4,49.9,78.5,1.54,Rice,4.22,206
57.2,17.4,65.9,633.7,133.4,58.2,28.8,5.06,Wheat,4.23,347
70.1,29.7,79.8,950.8,173.3,76.4,60.0,1.59,Rice,5.46,551
35.7,27.6,69.5,964.3,39.5,28.1,37.7,1.04,Jowar,1.67,620
28.9,14.1,42.9,697.1,20.0,32.9,27.1,2.22,Chickpea,1.2,858
24.4,26.2,52.8,323.2,62.4,32.2,31.5,0.5,Bajra,1.39,589
56.6,20.3,59.5,682.6,105.4,41.9,60.8,2.86,Wheat,4.64,649
46.2,27.2,80.3,836.3,42.7,43.3,79.8,4.4,Groundnut,1.99,369
41.6,29.4,64.1,74.4,53.9,33.7,57.7,4.49,Jowar,1.7,549
53.2,28.8,58.9,428.2,31.5,80.0,83.5,2.22,Groundnut,1.81,553
54.4,19.2,49.6,406.0,114.2,47.4,60.8,2.89,Wheat,5.28,475
47.7,27.1,68.5,636.0,58.1,72.0,64.9,3.99,Soybean,2.07,281
80.0,26.1,84.4,1539.3,154.6,45.7,95.2,2.49,Rice,5.05,405
89.5,26.6,75.7,1892.9,139.8,59.5,126.5,1.56,Rice,5.79,271
69.0,30.9,73.9,1141.7,250.0,83.7,188.6,1.75,Sugarcane,8.01,433
48.1,27.6,65.1,642.9,32.6,45.1,58.1,0.95,Groundnut,2.23,686
47.8,26.6,66.9,798.9,57.6,43.4,20.9,6.44,Jowar,1.72,228
66.7,23.0,69.6,732.7,135.3,43.9,42.7,8.8,Maize,5.4,362
35.5,25.2,39.8,309.2,53.3,27.5,38.1,1.36,Jowar,1.76,778
36.9,33.3,46.9,248.3,72.4,30.3,31.6,1.89,Bajra,1.82,773
40.7,17.5,41.6,6.5,31.5,39.7,41.5,0.55,Chickpea,1.39,711
59.2,24.6,79.4,912.3,164.7,44.8,57.1,2.6,Maize,5.45,546
80.3,27.8,64.6,814.0,129.6,63.1,78.0,4.9,Rice,4.42,545
28.0,35.0,49.2,701.0,66.1,38.0,39.7,3.52,Bajra,1.47,456
47.3,17.5,51.7,101.9,33.2,51.2,39.2,3.85,Chickpea,1.45,551
67.5,25.1,69.3,1208.1,159.9,34.9,56.3,2.1,Maize,4.58,551
40.5,27.2,36.7,490.9,55.5,21.9,31.6,4.23,Jowar,2.14,824
45.0,23.9,65.7,527.4,141.1,69.9,35.9,0.89,Wheat,3.8,246
52.2,28.1,64.6,865.0,37.9,44.2,80.9,6.76,Groundnut,2.0,715
71.6,27.4,80.3,1725.0,144.8,39.3,83.1,4.33,Rice,6.23,382
86.6,21.4,76.9,1623.6,228.1,49.5,86.3,3.73,Rice,4.14,530
59.4,18.6,63.2,377.7,125.3,46.1,51.6,3.93,Wheat,4.41,519
80.7,21.0,75.1,1492.8,182.1,35.8,107.8,0.5,Rice,4.2,304
48.3,21.3,59.2,507.4,30.1,44.9,42.0,3.41,Chickpea,1.6,419
41.9,31.2,56.7,932.2,122.1,32.2,53.1,4.29,Cotton,2.69,952
48.6,23.0,58.5,414.6,147.0,38.2,91.7,2.96,Maize,3.62,583
78.5,31.5,87.4,1787.6,142.9,52.1,55.8,0.9,Rice,4.6,486
83.3,27.0,76.6,1278.1,118.1,36.6,72.9,1.93,Rice,4.7,263
26.0,27.8,44.4,13.1,65.0,27.9,53.0,4.65,Bajra,1.59,778
77.5,26.5,56.6,648.4,112.9,55.7,43.0,2.2,Maize,4.32,336
31.3,31.5,54.4,520.7,59.2,33.5,42.6,1.7,Bajra,1.88,568
67.5,27.4,61.8,790.7,174.4,74.1,48.4,1.84,Maize,5.3,690
37.6,31.0,43.2,432.6,67.2,38.0,59.0,0.5,Jowar,1.98,523
57.9,28.1,59.4,841.8,108.1,53.9,50.0,0.78,Maize,4.02,716
54.6,30.1,65.1,771.0,42.9,43.4,53.3,0.89,Soybean,1.91,566
65.9,27.0,73.7,441.8,146.5,56.0,47.7,2.18,Maize,4.84,327
45.7,33.0,65.9,296.2,38.0,62.6,54.5,0.66,Groundnut,1.5,490
55.4,25.4,53.7,783.0,46.2,61.4,58.6,1.25,Groundnut,1.87,530
71.0,32.7,83.5,2295.0,225.6,73.0,178.4,4.08,Sugarcane,7.48,209
28.9,28.4,56.6,469.9,59.8,30.9,45.9,1.25,Jowar,1.99,534
75.1,27.7,71.4,1201.0,175.9,89.5,161.2,2.8,Sugarcane,9.74,283
43.3,29.3,57.7,282.1,65.4,37.6,41.9,2.27,Jowar,2.17,585
47.0,28.4,46.3,812.6,78.3,33.0,67.6,1.51,Cotton,2.91,493
76.7,29.5,85.1,1731.5,197.6,58.0,75.0,1.69,Rice,6.28,59
64.9,23.4,61.0,766.6,45.3,66.0,42.5,5.27,Soybean,2.33,539
66.9,27.8,56.6,908.9,123.2,48.2,74.7,0.78,Maize,5.61,700
76.2,30.4,74.0,1136.9,38.6,58.0,54.5,2.55,Soybean,1.81,162
38.0,30.7,68.9,641.9,69.7,41.1,47.2,3.56,Bajra,1.83,501
58.6,21.8,64.1,894.7,41.6,63.4,35.7,5.1,Soybean,1.98,405
70.3,26.7,48.4,598.4,149.5,47.5,65.9,1.48,Maize,5.1,511
39.7,20.8,57.4,323.6,34.5,38.0,34.8,0.5,Chickpea,1.57,762
46.6,16.3,69.0,444.9,29.2,44.8,30.1,5.83,Chickpea,1.68,445
38.2,28.6,62.0,251.6,131.0,41.5,61.8,6.28,Cotton,2.45,836
50.6,23.0,50.7,879.1,128.5,42.8,33.9,6.17,Maize,5.27,491
51.2,28.7,64.4,613.1,134.3,49.8,65.5,4.4,Maize,4.99,600
38.7,34.0,53.4,138.2,42.3,41.1,39.6,3.34,Bajra,1.43,645
71.6,31.0,64.3,806.9,143.2,53.0,59.0,5.4,Maize,4.8,399
41.4,27.3,47.0,1009.8,155.1,40.7,63.9,3.22,Cotton,2.77,715
56.7,28.4,66.8,1031.8,123.0,50.5,51.6,1.42,Cotton,2.82,444
45.1,22.6,58.2,454.9,34.8,40.0,45.3,1.17,Chickpea,1.64,701
60.0,19.3,65.8,633.3,117.4,70.4,52.0,2.89,Wheat,4.96,519
78.7,27.7,68.9,1315.1,235.5,71.9,89.0,2.49,Rice,6.09,248
55.7,13.9,61.7,591.1,99.0,75.9,44.1,6.39,Wheat,4.48,548
42.1,27.8,54.5,584.9,125.3,43.1,90.3,1.93,Cotton,2.82,627
35.1,20.8,49.2,513.9,28.3,39.0,28.8,2.1,Chickpea,1.51,815
83.3,25.4,66.4,1496.7,51.6,59.0,56.2,1.3,Soybean,1.63,272
55.5,22.2,50.9,498.9,41.8,46.5,59.7,2.25,Groundnut,1.5,650
38.0,17.2,50.3,614.6,149.2,40.8,41.3,2.81,Wheat,3.83,380
83.6,29.5,96.1,1246.0,127.0,57.2,82.1,4.03,Rice,5.64,342
46.9,24.1,70.1,353.7,59.9,15.7,34.1,2.16,Jowar,1.77,361
61.8,17.9,63.4,536.4,158.8,49.9,49.7,1.63,Wheat,5.1,277
55.5,25.7,49.7,577.8,117.3,44.1,80.0,3.71,Cotton,2.38,646
47.0,20.6,56.3,432.7,26.1,57.7,39.1,4.43,Chickpea,1.95,796
40.1,20.3,62.5,239.1,38.3,55.2,34.0,3.5,Chickpea,1.76,365
79.6,26.0,82.4,1704.5,167.5,33.1,95.6,3.1,Rice,6.82,109
50.9,22.0,63.7,351.7,128.6,72.7,45.9,2.75,Wheat,3.77,463
88.2,25.3,72.8,2309.5,205.1,100.6,181.9,1.23,Sugarcane,8.26,101
39.6,30.2,63.5,512.9,104.0,39.6,57.9,0.61,Cotton,2.36,618
59.7,27.9,60.7,1066.8,35.3,53.0,73.6,4.87,Groundnut,1.74,386
47.8,33.2,59.3,748.7,30.6,86.6,71.4,3.19,Soybean,1.96,450
55.2,33.1,51.3,407.8,43.5,56.7,58.6,3.51,Groundnut,1.84,754
33.2,21.2,49.8,264.0,67.4,27.3,53.7,4.83,Jowar,1.63,574
79.4,30.4,89.5,2312.6,174.7,45.4,101.0,0.5,Rice,4.44,253
46.2,29.4,69.1,376.6,73.6,27.6,48.0,6.42,Jowar,2.18,382
36.2,29.0,55.7,931.9,118.1,48.3,58.5,3.05,Cotton,2.93,379
59.2,31.8,70.5,1213.0,51.6,58.2,55.7,2.39,Soybean,1.9,132
43.7,15.5,45.6,505.6,31.5,57.6,36.0,0.5,Chickpea,1.6,981
70.7,18.7,56.4,849.3,138.2,20.8,44.8,3.73,Wheat,3.1,522
80.8,29.7,81.0,1336.3,145.6,66.3,92.3,5.27,Rice,5.6,364
61.9,19.3,55.0,1058.6,177.1,41.7,57.2,3.02,Maize,4.4,552
69.2,21.5,63.0,1072.6,144.3,65.7,51.7,4.06,Maize,4.81,517
88.8,30.8,81.7,1546.2,166.7,69.8,111.7,2.15,Rice,5.63,306
62.9,25.7,81.4,629.7,44.7,62.8,43.7,4.76,Soybean,2.44,702
88.2,31.8,70.6,1771.2,226.7,76.1,242.3,1.38,Sugarcane,9.16,188
58.5,16.9,53.0,432.4,149.6,66.9,44.5,4.56,Wheat,4.93,407
41.4,30.2,55.4,393.3,61.3,33.5,40.9,6.34,Bajra,1.93,479
59.4,18.9,72.1,871.4,116.8,49.5,47.7,2.88,Wheat,4.28,240
64.5,30.5,77.8,916.7,47.0,58.2,59.7,4.3,Soybean,1.9,514
70.0,30.8,85.1,1671.6,146.8,28.3,96.9,3.08,Rice,5.03,392
46.5,28.7,57.8,553.8,32.1,43.8,68.4,1.91,Groundnut,1.94,449
72.9,20.1,69.4,787.6,162.2,45.0,48.8,4.2,Wheat,3.94,263
49.7,30.5,55.0,964.8,105.4,44.7,53.3,3.61,Cotton,2.84,513
76.4,27.1,87.1,1534.7,124.6,34.1,109.9,2.13,Rice,5.61,482
66.2,15.6,73.6,293.3,122.2,36.8,48.2,5.31,Wheat,3.43,71
59.8,25.9,73.3,1198.7,39.1,54.4,72.1,3.89,Soybean,2.35,479
87.0,33.5,75.6,1910.0,250.0,104.6,171.0,1.16,Sugarcane,8.86,133
52.1,20.4,66.0,473.8,86.6,74.4,41.5,3.33,Wheat,5.26,706
65.8,27.4,77.2,1542.4,185.3,47.7,85.2,3.37,Rice,5.73,162
55.3,22.6,61.2,912.1,139.9,59.8,28.9,4.01,Wheat,3.9,482
43.3,32.6,51.9,957.3,147.9,42.7,67.0,3.26,Cotton,2.59,359
76.9,27.5,74.6,1726.7,164.7,52.0,89.3,5.65,Rice,6.26,175
56.1,27.9,59.2,358.1,131.2,67.2,34.7,2.11,Wheat,3.77,826
73.2,24.9,85.0,1491.1,213.4,51.7,79.4,3.91,Rice,5.74,411
59.8,28.1,73.8,1426.8,51.4,50.1,41.1,2.63,Soybean,2.31,304
41.9,33.1,63.8,613.9,76.7,36.7,44.7,4.74,Jowar,2.07,409
57.5,25.9,65.0,856.2,35.9,58.3,57.1,2.43,Soybean,2.38,210
75.4,27.2,88.3,1736.3,199.2,51.9,72.5,3.17,Rice,6.01,179
72.4,28.1,86.8,1414.7,146.0,54.6,90.1,3.54,Rice,5.49,275
63.7,25.8,67.7,838.1,28.5,66.8,72.8,1.57,Groundnut,1.9,472
83.1,27.3,78.4,2012.1,162.6,54.5,74.3,3.0,Rice,4.66,257
91.6,28.6,88.9,1626.1,241.4,77.2,188.6,3.94,Sugarcane,10.58,73
61.7,26.7,65.1,1307.0,38.5,45.6,65.7,5.17,Soybean,2.03,436
31.5,30.3,64.5,817.7,85.6,38.8,103.7,3.72,Cotton,2.54,507
54.8,29.8,74.4,335.7,41.3,65.2,46.3,1.84,Soybean,1.99,697
61.6,14.5,66.6,547.3,100.7,29.9,50.3,5.85,Wheat,3.42,820
60.8,14.7,72.4,535.8,102.9,62.8,57.3,3.58,Wheat,4.43,466
71.9,29.9,95.8,1729.6,139.5,61.6,70.8,1.15,Rice,5.4,82
61.9,19.3,56.2,749.5,53.6,59.5,45.6,3.8,Soybean,1.86,576
75.9,24.9,72.3,1713.1,186.9,56.1,91.7,2.46,Rice,4.91,250
65.9,26.6,62.6,560.3,176.4,56.3,68.3,2.2,Maize,6.39,445
86.4,29.1,84.0,1668.0,192.2,78.1,173.0,3.42,Sugarcane,10.32,263
73.2,25.0,80.3,930.2,154.8,59.1,99.9,3.77,Rice,4.68,216
75.6,31.0,74.8,1445.6,163.5,54.4,89.6,3.18,Rice,5.26,451
31.3,31.8,31.9,160.1,65.6,32.6,45.5,3.26,Bajra,1.81,793
49.2,29.9,38.5,905.4,58.1,32.9,48.4,6.08,Jowar,1.5,735
53.3,27.2,56.5,680.4,30.8,39.0,59.7,3.08,Groundnut,2.11,564
69.2,16.5,73.0,147.6,154.7,58.3,62.7,5.38,Wheat,4.02,419
51.2,15.2,44.6,564.6,33.5,33.2,30.6,1.64,Chickpea,1.81,546
32.1,26.9,41.0,140.0,71.6,34.3,31.6,5.56,Bajra,1.81,724
59.4,24.6,58.3,258.2,131.1,32.4,35.8,4.13,Wheat,3.25,545
35.9,31.6,51.0,304.6,79.6,23.9,38.6,1.54,Jowar,1.92,714
33.4,31.8,41.8,332.8,62.7,38.6,36.3,4.41,Bajra,1.89,735
69.2,18.9,62.7,831.5,158.3,68.2,76.3,5.11,Wheat,3.94,314
54.7,21.9,61.5,622.2,186.7,52.3,40.5,4.12,Wheat,5.55,571
43.5,25.8,41.7,398.6,128.1,29.0,66.5,0.5,Cotton,2.06,522
67.8,21.1,79.0,1348.7,129.5,60.6,115.1,2.72,Rice,5.01,243
77.5,26.9,74.7,2500.0,218.6,100.1,205.3,1.51,Sugarcane,7.84,201
43.6,27.4,54.0,822.6,133.6,38.6,58.0,3.53,Cotton,3.2,272
39.2,31.5,46.5,504.9,82.7,29.1,55.0,2.39,Bajra,2.01,701
51.5,32.3,64.8,1230.2,34.1,72.6,55.3,2.21,Groundnut,1.55,481
72.7,24.1,68.1,1859.6,206.1,89.5,178.6,1.66,Sugarcane,9.05,332
78.4,28.6,82.6,1535.9,199.3,51.8,48.1,5.16,Rice,5.49,228
74.6,28.4,78.5,1146.3,158.3,66.7,87.8,1.74,Rice,5.66,307
78.0,25.7,74.1,897.8,250.0,85.2,185.8,0.61,Sugarcane,10.21,277
66.4,20.3,51.0,359.5,150.1,59.7,43.3,0.69,Wheat,4.91,630
42.1,30.6,58.5,464.5,30.7,32.0,45.6,1.4,Bajra,2.29,518
49.5,26.6,54.6,544.8,45.0,66.0,55.4,4.29,Groundnut,2.0,638
64.4,33.4,77.1,1104.2,132.7,58.6,53.8,3.22,Rice,4.18,194
55.4,24.1,54.8,846.5,60.0,28.3,38.6,1.19,Jowar,1.4,621
57.0,28.7,64.5,1167.1,50.4,63.7,48.7,4.79,Soybean,2.31,490
57.7,28.5,67.6,1043.4,124.4,55.0,67.7,2.9,Maize,5.15,438
52.8,20.1,56.6,792.0,129.5,50.9,38.0,2.29,Wheat,4.63,510
84.9,28.9,81.0,1820.4,213.7,120.0,180.8,5.73,Sugarcane,10.8,361
60.8,27.0,85.0,803.8,144.4,39.8,35.4,5.36,Maize,4.42,101
67.1,29.1,71.9,1295.1,213.2,45.9,60.3,4.06,Rice,5.86,467
54.4,17.5,54.3,848.3,147.5,52.1,32.3,6.89,Wheat,4.1,626
59.2,21.5,68.4,652.2,145.3,49.3,71.4,0.65,Maize,5.88,547
66.1,27.7,78.1,1082.4,215.6,71.6,72.5,4.63,Rice,5.49,435
47.5,28.5,63.9,1060.4,124.0,51.2,64.7,0.79,Cotton,2.43,385
41.2,32.5,45.8,516.0,64.2,21.9,44.1,4.27,Jowar,1.95,650
39.0,30.9,50.9,282.7,75.8,46.1,83.2,0.5,Cotton,2.37,780
47.2,14.5,58.5,747.9,102.2,39.3,29.8,5.62,Wheat,3.37,635
57.0,21.5,57.9,474.0,117.0,41.6,52.2,3.06,Wheat,4.77,639
47.6,26.0,41.3,430.4,23.4,42.3,26.0,5.01,Chickpea,1.56,494
65.4,26.2,72.0,573.5,41.5,70.0,67.9,6.44,Soybean,2.26,569
74.8,29.3,82.4,1928.6,190.6,57.1,71.3,1.46,Rice,5.13,437
72.4,16.5,53.9,776.8,155.2,42.0,44.5,3.71,Wheat,3.54,757
43.7,31.4,49.5,481.4,61.6,29.5,42.8,2.53,Bajra,1.76,704
48.4,29.1,57.4,488.3,22.9,71.2,81.5,3.81,Groundnut,2.02,368
39.6,34.1,64.9,574.8,48.9,24.6,48.2,5.4,Bajra,2.07,687
43.2,34.2,66.6,729.6,51.9,15.9,20.0,4.42,Bajra,1.47,485
65.7,23.8,58.5,516.0,115.9,59.9,30.4,3.22,Wheat,4.02,205
37.3,29.7,46.9,361.8,51.8,31.2,35.7,4.0,Bajra,1.66,758
58.3,23.8,56.3,875.0,145.1,58.3,62.3,3.4,Maize,4.64,338
48.7,29.2,56.9,731.1,130.8,43.4,45.2,3.13,Maize,4.73,382
56.1,19.9,61.7,579.2,134.7,49.5,49.7,1.06,Wheat,4.49,467
52.0,19.2,48.1,465.2,27.5,66.6,28.4,2.74,Chickpea,1.75,877
59.1,25.9,74.3,463.4,145.8,47.1,63.9,3.08,Maize,5.18,424
35.2,25.9,45.5,558.3,83.0,29.8,27.6,3.47,Jowar,2.18,729
29.3,29.6,30.3,228.5,54.9,28.0,53.0,6.98,Bajra,1.75,1023
63.1,22.8,70.2,1129.4,126.7,30.7,54.0,0.84,Maize,4.73,676
55.1,22.4,59.4,233.3,139.8,73.3,42.3,4.76,Wheat,3.8,609
63.8,25.0,76.2,844.9,172.0,67.3,95.0,3.21,Rice,4.25,381
68.0,29.7,71.0,1396.3,116.7,61.3,100.8,3.29,Rice,4.86,195
75.1,29.7,74.7,1712.1,219.1,49.0,109.4,1.85,Rice,6.57,220
59.9,28.7,74.5,875.6,35.4,53.4,64.4,3.47,Groundnut,1.7,494
49.0,22.1,74.1,755.4,35.9,40.0,101.6,0.5,Groundnut,1.89,507
31.1,7.8,41.5,31.9,24.1,40.9,25.9,3.24,Chickpea,1.09,785
41.7,29.6,63.5,637.6,46.9,25.4,43.2,2.21,Jowar,2.18,698
76.4,26.5,56.6,676.0,44.9,51.7,56.9,2.44,Soybean,2.11,472
48.8,32.3,54.0,349.6,79.1,37.4,52.3,4.59,Jowar,1.7,642
43.4,29.2,53.0,636.6,117.4,31.0,84.3,2.91,Cotton,3.14,737
72.5,27.0,66.0,1015.7,43.0,72.6,70.2,3.06,Soybean,2.22,566
77.8,24.7,85.9,1594.7,152.4,63.1,116.0,0.5,Rice,5.61,434
73.4,25.9,64.4,839.1,154.7,61.0,120.8,4.22,Rice,5.12,572
51.0,25.6,66.4,577.2,26.5,65.4,67.9,4.3,Groundnut,2.13,481
63.6,26.1,62.2,826.4,171.8,55.6,34.1,1.1,Maize,5.38,586
70.4,27.5,70.6,889.1,169.2,39.1,91.1,0.5,Rice,4.23,301
52.5,20.2,58.6,564.5,125.7,40.9,42.6,6.51,Wheat,4.56,337
53.8,17.4,57.0,397.2,184.9,48.6,50.8,4.91,Wheat,4.52,713
45.5,29.8,61.8,363.9,67.2,46.0,39.1,3.96,Bajra,1.95,583
92.0,22.7,76.4,674.3,179.9,61.2,70.5,2.85,Rice,3.95,486
42.3,18.9,68.0,228.9,32.4,34.5,40.9,4.54,Chickpea,1.77,297
75.4,26.3,66.2,1225.7,44.6,50.6,69.9,2.48,Soybean,2.2,391
53.7,18.2,42.6,741.2,28.4,51.7,41.0,3.28,Chickpea,1.51,594
65.4,27.5,81.1,876.7,149.3,66.5,50.9,0.5,Rice,4.7,244
56.7,19.4,48.7,246.9,127.4,56.0,52.4,5.45,Wheat,3.94,351
40.1,23.5,47.7,345.0,22.7,44.0,22.1,5.89,Chickpea,1.72,644
79.6,27.4,78.4,1635.6,207.5,65.1,76.2,3.03,Rice,5.98,450
45.4,33.7,54.4,773.0,22.2,55.7,58.1,2.8,Groundnut,2.13,656
63.1,26.6,89.1,961.2,159.8,39.2,69.0,3.97,Maize,5.71,220
85.7,29.0,91.0,1297.2,177.9,50.3,126.6,2.77,Rice,5.45,264
42.0,31.1,50.6,756.9,73.3,20.1,34.7,2.88,Jowar,1.68,745
68.4,24.5,49.7,1444.7,145.0,36.2,90.9,2.92,Cotton,1.55,121
48.1,27.7,69.0,945.6,35.8,30.2,77.4,2.14,Groundnut,2.12,442
53.9,27.8,49.2,1048.3,147.9,44.2,53.6,5.02,Cotton,2.6,686
78.1,24.3,83.0,825.6,121.7,51.9,101.3,1.23,Rice,4.18,476
47.7,26.0,68.6,435.1,24.7,38.9,38.4,0.5,Chickpea,1.44,793
70.2,28.0,74.1,1862.4,175.2,62.2,104.4,1.72,Rice,5.69,491
81.0,22.1,69.7,829.3,122.3,50.8,42.7,3.94,Maize,4.26,519
79.3,30.3,84.4,825.8,165.6,48.1,100.6,4.22,Rice,4.81,407
33.9,29.2,39.2,531.1,69.6,27.8,49.1,4.85,Jowar,2.19,854
55.8,25.9,61.9,886.9,107.7,55.0,38.0,4.05,Maize,5.71,441
56.9,18.3,56.0,568.3,108.0,29.6,41.9,6.13,Wheat,4.59,604
47.6,17.0,40.9,8.0,24.2,42.9,39.7,2.31,Chickpea,1.65,914
66.4,14.5,61.5,615.2,102.1,38.7,33.7,4.13,Wheat,3.67,865
47.1,11.3,42.3,268.1,28.6,50.4,38.6,0.5,Chickpea,1.14,715
69.0,21.2,74.4,655.4,141.6,50.8,60.2,4.23,Wheat,4.19,449
62.4,25.8,74.0,460.0,48.8,64.8,36.4,3.01,Soybean,1.98,515
52.3,19.1,48.9,364.7,121.8,32.1,37.0,5.0,Wheat,4.48,894
69.2,33.2,55.0,627.0,99.8,42.5,77.0,3.54,Cotton,2.63,606
50.4,29.2,61.9,393.0,93.9,43.2,59.6,4.92,Maize,4.47,815
57.6,21.5,47.6,195.4,128.6,48.8,32.3,2.24,Wheat,3.8,563
43.9,34.8,47.7,623.2,80.5,29.3,53.0,1.98,Jowar,1.77,636
61.7,23.6,51.2,298.9,150.8,60.5,51.3,2.64,Wheat,4.09,646
51.5,25.0,54.5,72.1,77.2,46.5,39.8,0.5,Wheat,3.19,802
64.7,19.9,54.9,666.4,124.1,52.8,39.9,2.77,Wheat,4.09,768
